vehicle_age,mileage,vehicle_type,engine_type,engine_temperature,rpm,engine_load,battery_voltage,oil_condition,brake_wear,tyre_pressure,service_count,distance_since_service,average_speed,hard_braking_events,hard_acceleration_events,driving_hours,overall_health_score,engine_failure,battery_failure,brake_failure,tyre_failure,maintenance_distance
4.1,64964.0,Sedan,Petrol,90.2,2246.0,50.2,12.26,90.3,31.7,29.8,5,1421.0,51.3,1,3,1.0,77.5,0,0,0,0,7879.0
7.6,90813.0,Truck,Diesel,97.1,3147.0,63.0,11.11,67.2,26.0,29.7,6,5124.0,73.5,5,7,4.2,34.8,0,1,0,0,2414.0
6.1,73965.0,SUV,Diesel,96.7,2582.0,75.1,12.05,83.7,60.5,32.2,7,1815.0,50.0,4,4,2.9,61.8,0,1,0,0,3824.0
5.6,84549.0,Coupe,Petrol,94.5,2326.0,34.3,11.86,26.2,44.5,33.9,6,9782.0,53.8,0,0,6.3,40.3,1,0,0,1,736.0
4.3,45427.0,Sedan,Diesel,92.3,2328.0,31.3,12.09,75.1,5.0,35.3,5,4790.0,36.0,1,2,5.9,79.2,0,0,0,0,5690.0
1.7,23989.0,Sedan,Petrol,89.4,2339.0,42.7,12.72,74.3,40.7,31.5,2,4854.0,31.9,1,4,7.3,72.2,0,0,0,0,5248.0
0.8,5000.0,SUV,Diesel,90.3,2974.0,70.5,12.83,5.0,33.4,26.5,1,20033.0,55.2,9,6,5.3,37.9,1,0,1,1,150.0
13.5,216136.0,Sedan,Electric,81.8,2428.0,34.9,10.99,100.0,60.1,25.2,20,2919.0,42.5,4,5,3.1,22.9,0,1,0,1,1758.0
3.4,50996.0,Truck,Petrol,93.1,2420.0,76.9,11.14,77.7,30.1,30.2,4,3515.0,44.2,4,2,3.8,43.2,0,1,0,0,3639.0
2.6,64768.0,Truck,Petrol,91.4,2782.0,53.5,12.4,67.8,41.3,32.9,5,6227.0,52.9,1,3,2.2,72.5,0,0,0,0,3899.0
4.0,50128.0,Sedan,Petrol,91.5,2743.0,49.0,12.87,77.0,15.8,32.6,4,3113.0,61.6,7,6,2.7,88.3,0,0,0,0,7917.0
2.0,23458.0,SUV,Diesel,97.7,2642.0,59.6,12.76,29.2,52.5,31.0,2,11878.0,59.4,7,7,4.9,44.8,1,0,0,0,150.0
2.8,55287.0,SUV,Diesel,96.1,2436.0,52.8,11.51,63.1,39.3,32.2,6,5542.0,53.4,6,7,1.2,45.3,0,1,0,0,2841.0
9.8,158695.0,SUV,Electric,69.3,2448.0,65.3,11.83,100.0,60.7,33.3,13,417.0,64.4,5,3,4.2,62.9,0,1,0,0,3936.0
4.7,60112.0,Hatchback,Petrol,92.7,2753.0,15.0,12.16,69.4,43.9,30.0,5,2927.0,66.6,6,7,4.6,61.6,0,0,0,0,5327.0
5.3,64189.0,Hatchback,Electric,62.8,2643.0,33.9,12.86,100.0,41.9,32.4,5,4894.0,50.2,2,0,5.0,80.2,0,1,0,0,5833.0
3.5,44325.0,Truck,Petrol,93.9,2566.0,62.3,12.62,41.6,81.3,33.8,5,10257.0,75.4,2,1,2.1,48.0,0,0,1,0,1021.0
7.1,91575.0,Truck,Diesel,99.2,2233.0,35.4,11.74,46.4,19.5,26.3,8,9172.0,36.8,1,1,8.0,30.1,1,1,0,1,900.0
6.9,62063.0,SUV,Petrol,90.1,1909.0,43.6,12.49,56.2,50.8,29.7,5,7610.0,30.5,6,0,4.6,51.4,0,1,0,0,2235.0
3.3,57966.0,Hatchback,Hybrid,94.7,2715.0,32.9,13.41,36.7,18.6,26.7,5,12070.0,71.4,2,1,6.0,48.9,0,0,0,1,150.0
3.8,29603.0,Truck,Diesel,98.0,2513.0,50.4,12.67,88.3,54.3,36.7,3,1967.0,42.2,3,3,1.2,63.0,0,0,0,0,4544.0
7.7,83144.0,Truck,Diesel,91.0,2234.0,45.6,11.17,62.7,72.3,32.3,6,4401.0,25.0,3,1,1.0,28.0,0,1,1,0,1051.0
3.9,51117.0,Hatchback,Hybrid,93.5,3078.0,30.6,12.91,73.1,34.1,30.0,5,5457.0,47.4,9,6,1.2,66.7,0,0,0,0,4484.0
3.1,66689.0,Sedan,Petrol,98.4,2717.0,38.7,12.53,5.0,29.7,24.8,5,24000.0,69.2,1,2,3.4,23.4,1,0,1,0,150.0
3.2,46057.0,Hatchback,Petrol,87.8,3076.0,58.9,11.09,5.0,36.5,28.3,5,24000.0,47.7,16,14,5.2,8.0,1,1,1,1,150.0
2.8,41990.0,Sedan,Hybrid,87.4,2164.0,45.8,11.31,83.5,68.9,31.7,5,4871.0,27.1,2,4,2.6,39.0,1,1,0,0,1876.0
3.9,49734.0,Sedan,Petrol,86.5,3098.0,53.5,12.3,83.1,17.4,34.6,3,1396.0,47.9,5,4,2.7,79.6,0,0,0,1,8500.0
2.9,39651.0,Sedan,Petrol,94.5,2605.0,35.6,12.18,20.0,57.5,28.7,4,14603.0,49.4,0,0,1.0,32.6,1,0,0,1,150.0
3.9,97396.0,Coupe,Diesel,87.4,2679.0,54.7,11.95,91.5,25.5,38.3,8,576.0,47.3,4,2,2.7,69.7,0,1,0,1,8045.0
2.4,41154.0,Hatchback,Diesel,93.7,3025.0,30.7,12.24,64.2,98.0,37.1,3,4309.0,41.9,10,10,2.6,45.6,0,0,1,1,150.0
4.7,55214.0,Truck,Petrol,96.9,2723.0,71.7,12.33,63.1,27.4,34.6,5,4883.0,42.6,4,5,1.8,66.3,0,0,0,0,4780.0
5.1,42433.0,Truck,Petrol,88.9,2966.0,67.5,11.68,90.3,77.4,30.4,4,1433.0,62.2,3,3,2.3,50.2,0,1,1,1,1807.0
5.6,92086.0,SUV,Petrol,88.5,2415.0,35.5,11.86,76.6,25.3,29.9,6,3419.0,43.9,1,3,7.3,57.7,0,1,0,0,5110.0
5.2,54357.0,Hatchback,Petrol,94.2,3153.0,46.0,11.84,57.6,16.3,30.6,3,7639.0,54.3,1,3,3.6,55.4,0,1,0,0,2461.0
6.7,77562.0,SUV,Hybrid,91.7,2109.0,51.3,12.3,49.8,57.6,30.8,8,8194.0,54.2,2,1,3.3,46.5,0,0,0,0,1568.0
4.1,74320.0,SUV,Electric,55.9,2522.0,55.5,12.26,100.0,70.7,30.1,6,10204.0,43.4,7,6,2.2,58.6,0,0,1,0,1251.0
3.9,48664.0,Sedan,Diesel,97.6,2911.0,42.0,12.24,70.6,9.2,31.6,4,5937.0,41.5,2,4,4.1,69.1,0,0,0,1,4165.0
2.6,35946.0,Truck,Petrol,93.7,2483.0,46.2,12.12,68.1,66.5,35.3,2,2659.0,53.0,5,2,10.0,54.0,0,0,1,0,2653.0
6.0,103097.0,Truck,Electric,85.2,2357.0,64.1,11.99,100.0,40.1,35.0,8,480.0,28.9,6,1,4.9,67.0,1,1,0,0,6766.0
2.7,35003.0,SUV,Diesel,89.8,2686.0,52.8,12.04,57.0,64.4,29.9,2,6454.0,79.9,0,1,2.6,49.2,0,0,0,0,2711.0
1.1,11784.0,Sedan,Petrol,94.3,2800.0,30.9,11.88,64.2,35.3,32.3,1,5782.0,44.0,10,8,2.9,63.9,0,0,0,0,4091.0
2.5,32872.0,Hatchback,Electric,70.0,2313.0,38.3,12.56,100.0,52.0,35.9,2,6930.0,46.5,1,1,5.7,70.5,0,0,0,0,3406.0
6.2,99095.0,Sedan,Hybrid,91.7,3020.0,35.5,11.45,5.0,31.2,31.7,8,17754.0,62.3,3,4,10.0,27.3,1,1,0,1,150.0
5.5,70221.0,Truck,Diesel,92.1,2738.0,64.2,12.89,80.2,49.6,32.2,6,2165.0,49.6,4,6,1.2,71.3,0,0,0,0,5903.0
4.4,50830.0,Coupe,Diesel,88.2,2052.0,24.6,12.57,59.1,9.5,30.6,4,8369.0,46.2,1,3,3.1,70.4,0,0,0,0,2721.0
12.0,119402.0,SUV,Petrol,90.1,2221.0,80.0,11.15,89.9,57.0,31.0,11,1853.0,33.3,1,5,2.8,39.3,0,1,0,0,2889.0
4.7,79297.0,Sedan,Petrol,90.7,2377.0,42.6,12.51,54.2,55.6,26.9,8,10418.0,53.4,2,4,5.7,47.5,1,0,0,1,656.0
2.3,48911.0,Truck,Diesel,88.5,3223.0,46.8,12.32,96.3,53.3,32.7,4,603.0,44.3,16,12,3.2,78.1,0,0,1,1,5905.0
2.1,35374.0,Hatchback,Petrol,92.6,2598.0,38.0,11.31,82.6,63.6,27.8,2,2436.0,81.1,6,3,6.1,39.8,0,1,0,1,2138.0
5.2,74115.0,SUV,Petrol,93.4,2772.0,54.2,12.55,83.8,74.9,29.8,6,2338.0,49.1,9,10,1.0,63.9,0,0,1,1,2370.0
8.4,133592.0,Coupe,Hybrid,98.2,2808.0,31.7,12.3,33.9,74.1,27.7,11,12680.0,25.0,6,4,4.4,25.1,1,1,1,1,150.0
3.9,36316.0,Sedan,Hybrid,88.5,2986.0,44.7,11.93,68.9,52.0,32.6,4,5557.0,65.3,1,2,5.7,58.5,0,0,0,0,3702.0
4.8,79400.0,SUV,Diesel,95.1,2222.0,82.0,12.33,70.6,65.4,34.0,5,3867.0,38.0,3,4,1.0,63.2,1,0,0,0,3484.0
5.0,46517.0,Truck,Hybrid,97.2,2401.0,77.6,12.04,82.0,32.3,34.1,4,2221.0,53.5,6,4,4.3,63.9,0,0,0,1,6207.0
12.3,161038.0,Hatchback,Hybrid,117.4,2505.0,42.0,12.34,72.9,42.9,32.7,15,2934.0,71.7,3,2,1.4,28.4,1,1,1,0,2485.0
6.5,114167.0,Sedan,Diesel,89.5,2514.0,30.2,12.12,43.1,49.4,29.6,10,8708.0,47.7,3,2,2.9,45.1,0,1,0,0,1522.0
7.4,124513.0,Hatchback,Petrol,90.3,2670.0,48.6,12.83,19.3,62.2,29.6,12,12741.0,49.1,9,9,2.7,38.9,1,0,1,0,219.0
2.2,33264.0,SUV,Petrol,97.6,2729.0,62.5,12.87,86.4,63.8,32.4,1,1027.0,65.1,0,2,1.4,62.1,0,0,0,0,3704.0
2.7,40820.0,SUV,Petrol,90.8,2921.0,57.6,12.05,99.2,83.8,37.1,3,495.0,72.0,4,4,3.5,58.1,0,0,1,1,1595.0
2.6,24016.0,Sedan,Petrol,91.4,2593.0,50.1,12.2,63.9,45.2,29.1,1,5577.0,50.1,5,4,2.7,59.4,0,0,0,0,3592.0
3.3,50701.0,Hatchback,Petrol,89.6,3026.0,47.3,12.64,26.4,29.1,29.3,4,12218.0,80.3,5,5,2.3,52.6,0,0,0,0,150.0
4.0,60847.0,Sedan,Petrol,114.5,2244.0,43.0,12.4,94.2,29.4,36.9,6,550.0,27.7,3,2,8.7,44.6,1,0,0,0,4944.0
4.6,60575.0,Sedan,Diesel,81.7,2170.0,25.0,12.25,69.8,34.5,26.8,5,6017.0,39.4,4,2,5.7,61.8,0,0,0,1,3887.0
3.7,50086.0,Sedan,Electric,62.7,2027.0,37.2,12.41,100.0,6.7,25.1,3,11357.0,45.3,2,1,4.1,74.0,0,0,0,1,442.0
2.6,34717.0,Hatchback,Petrol,87.6,2705.0,62.5,11.7,82.7,64.5,32.0,2,1183.0,66.8,6,2,2.6,60.4,0,0,0,1,3790.0
1.9,25614.0,Truck,Diesel,97.9,2402.0,60.3,12.82,75.2,55.9,36.7,2,3321.0,55.2,6,3,1.0,62.8,0,0,0,0,4472.0
4.9,50984.0,Truck,Diesel,92.4,2779.0,70.0,12.24,96.3,27.0,32.9,4,1091.0,42.5,9,5,1.9,82.4,0,0,0,1,9105.0
5.7,78635.0,Sedan,Petrol,113.1,1967.0,62.9,12.47,82.5,56.9,29.0,6,654.0,36.2,1,1,2.0,36.2,1,0,0,0,2395.0
3.4,40973.0,SUV,Electric,68.8,2354.0,42.6,12.57,100.0,83.9,32.8,2,4829.0,31.1,6,6,8.2,69.3,0,0,1,1,1895.0
1.2,5000.0,SUV,Diesel,86.0,2729.0,86.4,12.93,46.1,34.3,32.2,2,7505.0,59.2,5,4,1.0,68.5,0,0,0,0,2961.0
6.5,151914.0,Hatchback,Petrol,96.9,2808.0,52.1,12.24,5.0,33.6,27.7,13,17020.0,46.5,4,3,2.5,26.0,1,1,0,0,165.0
3.3,31191.0,Hatchback,Hybrid,90.1,2541.0,52.7,12.46,74.5,43.3,29.6,3,2798.0,66.2,3,1,4.4,69.9,0,0,0,0,6354.0
1.5,20888.0,Sedan,Petrol,93.9,2409.0,33.2,12.62,87.4,41.0,28.6,1,2362.0,31.9,4,4,3.5,71.5,0,0,0,0,6366.0
3.8,53569.0,Truck,Diesel,88.9,2875.0,64.7,12.16,53.7,30.7,30.3,5,6740.0,58.0,3,5,2.6,64.1,0,0,0,0,3346.0
6.7,76714.0,Sedan,Petrol,91.3,3058.0,36.4,11.19,5.0,76.2,28.3,6,19524.0,51.4,15,10,1.7,8.0,1,1,1,1,150.0
3.0,36247.0,SUV,Hybrid,87.8,2548.0,56.2,12.1,84.6,63.4,33.3,5,1735.0,43.4,1,3,4.3,68.0,0,0,0,1,3895.0
0.6,5341.0,Sedan,Petrol,90.5,3145.0,48.4,12.76,100.0,25.5,34.8,1,1221.0,44.4,7,8,2.8,84.1,0,0,0,0,9133.0
3.2,47690.0,Sedan,Diesel,95.7,2432.0,36.7,12.96,23.9,9.0,29.4,4,12447.0,53.4,3,2,8.2,56.8,0,0,0,1,150.0
2.5,38761.0,SUV,Petrol,91.9,3167.0,71.4,11.77,94.3,80.5,32.1,2,1335.0,51.6,6,7,3.2,53.8,0,0,1,0,1840.0
4.3,76392.0,SUV,Diesel,93.0,2536.0,47.4,12.71,84.9,60.2,34.7,5,4113.0,39.5,2,2,8.9,67.4,0,0,0,0,4350.0
3.9,77796.0,Sedan,Hybrid,91.8,2752.0,17.1,12.37,44.1,55.6,29.6,7,10283.0,59.2,4,4,3.8,53.4,0,0,0,0,979.0
2.8,37840.0,Truck,Diesel,98.0,2888.0,52.3,12.87,75.9,76.1,30.5,3,3458.0,68.9,6,4,2.4,56.9,0,0,1,0,2055.0
2.7,45354.0,SUV,Diesel,88.2,2798.0,70.2,12.52,55.6,10.7,25.3,5,7214.0,48.6,4,4,2.2,64.5,0,0,0,1,3247.0
7.9,148888.0,Sedan,Diesel,90.9,2611.0,72.3,11.85,35.4,24.2,27.7,11,10632.0,60.1,4,6,3.1,39.9,0,1,0,1,607.0
5.2,73863.0,Truck,Hybrid,92.3,2479.0,68.6,11.58,70.9,52.5,31.3,5,5445.0,49.8,1,1,1.8,45.4,0,1,0,0,3163.0
5.1,89219.0,Sedan,Diesel,87.5,2948.0,54.0,12.35,78.4,66.7,28.8,7,1851.0,85.7,5,4,1.7,60.2,0,0,0,0,3117.0
6.3,76583.0,SUV,Hybrid,92.0,2872.0,48.3,12.61,78.2,52.9,32.7,5,2059.0,52.2,1,1,5.6,66.9,0,0,0,0,4989.0
3.3,59882.0,Truck,Hybrid,91.6,2514.0,82.0,13.27,5.0,38.6,29.3,5,24000.0,61.8,2,3,4.2,37.2,1,0,0,0,152.0
9.0,107025.0,Sedan,Petrol,92.0,3254.0,48.6,11.98,29.2,25.8,27.3,10,11239.0,68.3,2,3,1.6,36.2,0,1,0,0,265.0
4.7,76040.0,Sedan,Petrol,92.0,2294.0,48.3,12.39,79.3,59.1,31.3,7,2901.0,43.0,5,2,4.8,66.6,0,1,0,1,4303.0
4.1,66650.0,SUV,Petrol,88.8,2421.0,63.5,12.12,91.0,52.1,34.7,4,1676.0,61.9,3,5,2.7,67.1,0,0,0,0,4895.0
4.6,44261.0,Hatchback,Hybrid,85.0,2487.0,26.5,12.27,84.1,70.6,33.3,2,2545.0,64.1,7,3,4.2,68.0,0,0,1,0,3288.0
3.2,39064.0,SUV,Petrol,92.2,2419.0,59.0,12.23,38.1,83.0,26.6,3,11584.0,58.0,3,3,4.4,31.4,0,0,1,1,150.0
2.5,30113.0,Truck,Diesel,87.9,3147.0,37.7,12.09,62.0,61.1,31.1,1,6282.0,62.7,4,4,2.1,53.2,0,0,0,1,2997.0
7.1,127239.0,SUV,Hybrid,111.0,2024.0,62.7,11.52,56.7,61.2,32.4,12,8022.0,42.9,2,1,9.5,8.0,1,1,0,0,166.0
1.8,8030.0,Sedan,Petrol,88.5,2956.0,43.6,12.54,58.4,25.2,28.3,1,7346.0,82.1,4,2,2.1,68.4,0,0,0,0,3277.0
1.9,28958.0,SUV,Diesel,101.8,2602.0,46.8,12.15,30.6,67.5,29.0,2,12940.0,25.0,7,3,4.4,26.0,0,0,1,0,150.0
3.6,62006.0,Truck,Petrol,92.9,3155.0,68.7,11.99,5.0,29.1,22.4,6,24000.0,40.2,3,4,1.9,17.1,1,0,1,1,249.0
2.2,32069.0,Sedan,Petrol,94.3,2352.0,36.9,12.76,66.1,51.4,30.3,3,6873.0,33.3,4,4,2.8,60.1,0,0,0,1,3066.0
1.2,26696.0,Sedan,Hybrid,95.9,2876.0,36.4,12.32,59.8,39.8,27.9,1,6432.0,76.1,2,3,3.0,53.3,0,0,0,1,3054.0
1.9,13403.0,Sedan,Petrol,89.7,2246.0,46.8,13.25,94.4,33.4,29.8,1,1173.0,50.2,4,3,5.5,78.2,0,0,0,1,8456.0
2.3,38682.0,SUV,Petrol,91.7,2260.0,53.4,12.42,5.0,69.9,31.3,2,16942.0,38.8,3,2,3.7,34.0,1,0,1,1,150.0
4.8,60136.0,Coupe,Hybrid,112.4,2913.0,41.6,11.48,88.9,21.5,32.2,5,821.0,43.5,1,1,5.0,33.0,1,1,0,0,3776.0
3.5,32907.0,Sedan,Petrol,95.6,2521.0,52.8,12.32,60.7,54.1,35.7,3,7759.0,30.7,2,3,3.5,57.3,0,0,0,0,2211.0
6.4,68530.0,SUV,Electric,59.9,3013.0,46.3,11.78,100.0,51.2,28.8,7,9227.0,60.8,4,4,6.4,44.8,1,1,0,0,1265.0
1.8,32206.0,Sedan,Electric,64.1,2753.0,28.9,11.98,100.0,44.9,33.2,1,3025.0,62.2,0,1,4.5,69.6,0,0,0,0,6066.0
2.0,26708.0,Coupe,Petrol,97.1,2831.0,36.8,12.95,88.4,44.9,35.0,3,1111.0,56.2,0,2,3.8,77.5,0,0,0,0,6803.0
4.4,72146.0,Sedan,Petrol,84.8,2789.0,37.2,12.83,70.0,40.5,32.7,5,3995.0,42.0,0,0,4.2,73.3,0,0,0,0,5791.0
2.5,39398.0,SUV,Diesel,95.2,2702.0,62.1,12.1,99.8,65.6,30.8,3,2182.0,73.4,1,3,1.1,61.7,0,0,0,0,3383.0
3.1,31074.0,Truck,Diesel,96.8,2784.0,76.1,12.59,70.6,64.3,32.6,2,6258.0,62.9,1,1,1.5,57.9,0,0,0,0,3337.0
1.9,26279.0,Truck,Petrol,94.7,2003.0,52.3,12.93,95.4,58.6,28.6,2,631.0,27.6,1,1,3.9,69.1,0,0,0,0,4297.0
1.8,34994.0,SUV,Diesel,87.5,2333.0,60.4,11.02,89.4,88.1,33.0,4,721.0,49.3,11,10,3.4,38.7,1,1,1,1,905.0
2.4,23963.0,Sedan,Petrol,108.7,2341.0,31.0,12.44,62.2,40.3,33.1,3,5929.0,35.8,1,1,6.0,50.4,0,0,0,0,3068.0
6.7,122436.0,SUV,Hybrid,91.3,2747.0,43.5,12.08,76.0,72.0,32.0,8,1366.0,72.6,5,1,1.0,54.4,0,1,0,0,2349.0
1.5,14729.0,Sedan,Petrol,98.5,2780.0,54.1,12.54,95.9,51.4,27.0,1,3294.0,45.7,14,10,3.2,61.1,0,0,1,1,4781.0
7.1,103603.0,Sedan,Petrol,118.7,2123.0,40.1,12.67,12.2,26.2,28.0,8,13916.0,32.7,0,2,1.2,8.0,1,1,0,0,150.0
6.3,88660.0,SUV,Petrol,92.7,2569.0,69.4,12.42,84.6,82.5,35.0,9,563.0,50.0,5,3,3.8,59.9,0,0,1,0,1961.0
2.8,45496.0,Sedan,Electric,54.2,2887.0,53.3,12.64,100.0,5.9,28.3,5,1453.0,74.3,3,2,4.0,81.4,0,0,0,1,8641.0
3.9,49215.0,Sedan,Diesel,114.3,3285.0,52.4,11.6,5.0,17.3,28.2,5,15718.0,64.1,8,5,4.9,8.0,1,1,1,1,150.0
4.6,82141.0,Truck,Hybrid,90.7,2695.0,38.5,12.6,74.9,71.5,32.0,6,3510.0,44.7,6,5,1.6,65.4,0,0,1,0,2943.0
5.6,86991.0,Coupe,Petrol,91.6,2587.0,47.0,12.29,82.6,69.1,32.5,9,3369.0,49.6,5,1,1.0,64.6,0,0,1,0,3085.0
2.0,12710.0,SUV,Petrol,84.9,2539.0,43.2,12.31,72.0,35.1,28.9,1,5638.0,65.9,4,3,4.6,68.3,0,0,0,0,4455.0
5.9,111490.0,Sedan,Petrol,92.5,2464.0,16.2,12.5,70.7,38.5,36.0,9,4163.0,71.5,4,1,2.0,65.0,0,1,0,0,5324.0
4.1,40572.0,Sedan,Diesel,85.5,2323.0,47.9,12.26,37.8,88.5,30.2,1,10075.0,30.3,9,9,1.9,38.0,0,0,1,1,817.0
2.1,38438.0,Coupe,Diesel,81.4,2466.0,55.9,13.12,79.6,60.6,33.6,5,2546.0,54.2,3,2,3.2,70.8,0,0,0,0,4478.0
4.1,50303.0,Sedan,Diesel,92.4,2784.0,53.7,12.35,85.3,35.0,33.6,4,1466.0,47.0,12,9,1.3,77.6,0,0,0,1,8072.0
2.1,23933.0,Sedan,Petrol,99.2,2621.0,31.4,12.56,63.3,39.0,29.3,2,5658.0,45.2,6,5,4.5,57.0,0,0,0,0,3764.0
3.8,61780.0,SUV,Electric,59.0,2580.0,88.0,11.11,100.0,39.2,35.2,6,4536.0,70.8,4,3,1.4,56.6,0,1,0,0,4306.0
2.9,28432.0,SUV,Petrol,89.6,1861.0,65.8,12.2,77.3,60.6,24.9,2,3296.0,33.0,7,5,1.7,48.5,0,0,0,1,3068.0
4.2,23657.0,SUV,Electric,62.8,2545.0,43.5,12.12,100.0,49.9,32.4,3,3483.0,63.3,0,2,2.4,70.2,0,0,0,0,5486.0
4.4,57599.0,Sedan,Petrol,96.2,2469.0,15.9,12.3,7.0,26.5,30.2,5,16075.0,25.0,3,3,1.6,41.1,1,1,0,0,150.0
7.6,115263.0,Sedan,Diesel,114.8,2387.0,38.7,11.79,36.5,37.6,30.1,9,10655.0,41.8,2,4,5.3,8.0,1,1,0,1,171.0
5.4,103283.0,Coupe,Petrol,88.7,2501.0,16.0,11.71,86.9,31.5,33.8,7,1850.0,52.5,3,2,5.1,66.2,0,1,0,0,6555.0
4.9,45530.0,Sedan,Petrol,96.8,1985.0,28.8,12.37,81.8,12.7,30.4,5,4205.0,33.6,4,4,3.4,72.2,0,0,0,0,5245.0
1.2,18258.0,Truck,Diesel,86.6,2961.0,34.0,11.98,39.3,49.9,30.2,1,9496.0,82.9,3,3,2.0,42.8,0,0,0,0,983.0
6.5,89498.0,Truck,Petrol,89.4,2541.0,45.4,11.89,68.7,86.7,32.0,6,5155.0,42.0,5,3,1.7,43.0,0,1,1,0,890.0
3.0,38859.0,SUV,Petrol,93.9,2417.0,50.4,13.11,5.0,89.1,25.5,2,18042.0,40.8,6,6,3.8,19.9,1,0,1,1,211.0
1.9,37073.0,Sedan,Diesel,85.2,2909.0,33.9,12.55,62.9,67.1,34.0,2,8480.0,42.3,10,8,1.7,62.5,0,0,1,1,2136.0
10.9,132357.0,Sedan,Diesel,93.1,2957.0,68.0,11.22,86.1,73.4,37.1,11,1384.0,60.2,5,3,2.1,23.2,1,1,1,0,1153.0
2.5,40384.0,SUV,Hybrid,96.1,3330.0,53.8,11.66,80.8,81.1,32.1,3,3715.0,64.7,5,5,1.1,42.7,0,0,1,0,1236.0
8.1,145354.0,Hatchback,Petrol,98.2,2164.0,54.7,12.42,20.0,14.6,27.6,11,13049.0,45.9,2,1,3.2,40.5,1,1,1,1,150.0
4.6,75936.0,Hatchback,Diesel,106.0,2593.0,45.6,12.32,69.3,48.9,32.1,6,3731.0,56.4,1,1,1.7,49.9,0,0,0,0,3839.0
5.2,42771.0,Sedan,Diesel,89.7,2238.0,36.3,12.49,66.9,62.3,32.7,5,5032.0,57.5,2,1,2.8,65.9,0,0,0,0,4039.0
3.8,49308.0,Sedan,Petrol,94.4,2513.0,35.5,11.98,36.5,5.0,29.7,4,11373.0,31.8,2,4,1.9,51.8,0,0,0,0,375.0
2.1,24694.0,Hatchback,Diesel,89.0,2705.0,57.4,12.37,100.0,50.4,34.5,3,532.0,50.3,3,4,5.2,82.4,0,0,1,0,6558.0
5.8,97334.0,Truck,Petrol,90.3,1972.0,42.0,12.73,84.5,29.4,33.7,7,926.0,43.2,4,3,3.9,79.9,0,0,0,1,8797.0
4.4,55321.0,Hatchback,Petrol,92.8,2545.0,36.1,12.09,74.8,31.3,32.6,4,2402.0,30.2,9,7,1.2,71.6,0,1,0,0,6835.0
4.4,68244.0,Sedan,Petrol,93.0,2545.0,32.7,12.25,40.4,35.7,26.2,6,9843.0,55.0,2,3,5.5,47.3,0,0,0,0,1293.0
4.0,73206.0,SUV,Petrol,83.9,2388.0,54.5,12.69,83.4,51.6,37.3,6,2500.0,66.2,4,2,2.5,65.8,0,0,0,1,5085.0
3.3,36767.0,Truck,Diesel,86.8,2628.0,45.9,12.65,74.6,89.9,29.6,2,3873.0,52.6,8,6,5.6,56.9,0,0,1,0,780.0
5.8,110050.0,Truck,Diesel,84.2,2660.0,64.0,12.67,78.5,37.0,31.7,10,3141.0,25.0,2,1,3.5,72.4,0,0,0,0,6595.0
5.1,47242.0,SUV,Electric,65.3,2536.0,65.7,12.08,100.0,21.2,26.8,4,10871.0,45.6,4,1,2.6,62.4,0,0,0,1,788.0
6.1,73535.0,Sedan,Diesel,87.0,2427.0,35.8,12.23,56.3,59.9,31.7,6,6466.0,39.5,8,8,1.0,54.6,0,0,0,0,3112.0
3.4,25108.0,SUV,Petrol,90.6,2730.0,59.9,11.2,84.5,57.0,37.3,3,1993.0,76.9,5,2,1.2,39.0,0,1,0,0,2754.0
3.2,49028.0,Sedan,Hybrid,91.0,2154.0,32.7,12.08,22.9,16.3,28.7,3,14364.0,47.3,8,6,6.4,43.4,1,0,0,1,200.0
2.8,42644.0,SUV,Hybrid,82.9,2198.0,59.7,12.1,90.3,98.0,30.4,3,471.0,29.4,9,7,1.7,58.8,0,0,1,1,150.0
4.1,48287.0,Coupe,Petrol,87.8,2928.0,53.6,12.36,84.5,5.0,34.0,4,3919.0,51.4,2,2,5.4,83.7,0,0,0,0,6615.0
1.2,11026.0,SUV,Diesel,85.4,2760.0,53.2,13.05,45.7,31.0,32.7,2,10750.0,60.9,3,0,5.7,62.9,0,0,0,0,612.0
13.9,129343.0,Hatchback,Electric,64.2,2734.0,39.9,12.39,100.0,70.5,30.2,11,4405.0,53.4,7,4,4.4,57.4,0,1,1,0,2479.0
2.6,53248.0,Sedan,Diesel,88.9,2612.0,69.5,11.98,85.1,30.1,35.2,4,2547.0,40.8,6,5,1.1,68.1,0,0,0,0,6447.0
7.5,105787.0,Truck,Electric,68.4,2836.0,58.7,11.91,100.0,32.9,28.8,8,16706.0,45.6,1,3,2.0,53.4,0,1,0,0,150.0
2.9,31697.0,Coupe,Petrol,103.9,2722.0,29.5,12.07,64.5,55.3,34.1,1,7569.0,62.7,4,2,8.4,42.7,1,0,0,0,1779.0
5.4,108519.0,Sedan,Petrol,89.1,2460.0,28.5,12.21,67.1,39.8,30.6,8,5473.0,53.4,2,2,7.3,58.1,0,0,0,0,3738.0
9.5,124029.0,Sedan,Petrol,90.5,2967.0,69.4,12.28,5.0,63.3,31.6,10,17443.0,80.4,7,5,1.6,30.2,0,0,0,0,150.0
5.2,57962.0,SUV,Diesel,108.8,2555.0,46.3,12.52,10.4,29.7,29.3,3,15983.0,53.4,2,4,2.5,18.3,1,1,0,0,150.0
9.2,101510.0,Sedan,Hybrid,96.9,2143.0,30.4,12.24,69.3,28.6,33.9,8,3157.0,30.6,3,1,5.3,60.2,0,1,0,0,5405.0
